THERMO ALL
   200.000  1000.000  6000.000
N2 REF ELEMENT    G 8/02N  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 2.41594290E+00 1.74890650E-04-1.19023690E-07 3.02262440E-11-2.03609830E-15 　 2
 1.83180039E+05 4.64960950E+00 2.50000000E+00 0.00000000E+00 0.00000000E+00 　 3
 0.00000000E+00 0.00000000E+00 2.39284677E+05 4.19390880E+00 5.68500130E+04 　 4
N^+               g 6/97N  1.E -1.   0.   0.G   298.150  6000.000 1000.        1
 2.51210704E+00 1.75367440E-06-1.50557538E-08 7.06834189E-12-6.31861166E-16    2
 2.25597004E+05 4.92236293E+00 2.79781357E+00-1.41287178E-03 2.68686998E-06    3
-2.31615591E-09 7.49585578E-13 2.25548731E+05 3.59928845E+00 2.26339616E+05    4
N2^+              tpis89N  2.E -1.   0.   0.G   298.150  6000.000 1000.        1
 3.58661363E+00 2.53071949E-04 1.84778214E-07-4.55257223E-11 3.26818029E-15    2
 1.80390994E+05 3.09584143E+00 3.77540711E+00-2.06459157E-03 4.75752301E-06    3
-3.15664228E-09 6.70509973E-13 1.80481115E+05 2.69322178E+00 1.81551099E+05    4
N3^+ cation       T 7/11N  3.E -1.   0.   0.G   298.150  6000.000 1000.        1
 5.48199577E+00 2.01665176E-03-7.78258436E-07 1.31617313E-10-8.13320494E-15    2
 1.81240003E+05-6.06985591E+00 3.67011652E+00 4.59806506E-03 1.39108363E-06    3
-5.02694961E-09 2.21155760E-12 1.81883765E+05 3.94467784E+00 1.83185780E+05    4
N4^+ cyclo        T 1/11N  4.E -1.   0.   0.G   298.150  6000.000 1000.        1
 7.05285816E+00 2.91094469E-03-1.11573999E-06 1.87883944E-10-1.15769013E-14    2
 2.14540545E+05-1.12429353E+01 3.32596515E+00 1.43909181E-02-1.56797253E-05    3
 9.52287848E-09-2.53566648E-12 2.15553183E+05 7.82290640E+00 2.17063543E+05    4
O2 singlet        ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16    2
 1.02229063E+04 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05    3
-1.17254068E-08 4.17659585E-12 1.02922572E+04 3.27320239E+00 1.13558105E+04    4
O2(v1)            ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16 　 2
 2.45665814E+05 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05 　 3
-1.17254068E-08 4.17659585E-12 2.55958071E+05 3.27320239E+00 1.13558105E+04 　 4
O2(v2)            ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16 　 2
 2.57270332E+05 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05 　 3
-1.17254068E-08 4.17659585E-12 2.67562589E+05 3.27320239E+00 1.13558105E+04 　 4
O2(v3)            ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16 　 2
 2.68874850E+05 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05 　 3
-1.17254068E-08 4.17659585E-12 2.79167107E+05 3.27320239E+00 1.13558105E+04 　 4
O2(v4)            ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16 　 2
 2.80479368E+05 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05 　 3
-1.17254068E-08 4.17659585E-12 2.90771626E+05 3.27320239E+00 1.13558105E+04 　 4
O2(a1)            ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16 　 2
 2.92083887E+05 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05 　 3
-1.17254068E-08 4.17659585E-12 3.02376144E+05 3.27320239E+00 1.13558105E+04 　 4
O2(b1)            ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16 　 2
 3.03688405E+05 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05 　 3
-1.17254068E-08 4.17659585E-12 3.13980662E+05 3.27320239E+00 1.13558105E+04 　 4
O2(4.5eV)         ATcT06O  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.45852381E+00 1.04045351E-03-2.79664041E-07 3.11439672E-11-8.55656058E-16 　 2
 3.15292923E+05 4.15264119E+00 3.78535371E+00-3.21928540E-03 1.12323443E-05 　 3
-1.17254068E-08 4.17659585E-12 3.25585180E+05 3.27320239E+00 1.13558105E+04 　 4
O                 L 1/90O   1    0    0    0G   200.000  6000.000 1000.        1
 2.54363697E+00-2.73162486E-05-4.19029520E-09 4.95481845E-12-4.79553694E-16    2
 2.92260120E+04 4.92229457E+00 3.16826710E+00-3.27931884E-03 6.64306396E-06    3
-6.12806624E-09 2.11265971E-12 2.91222592E+04 2.05193346E+00 2.99687009E+04    4
O(1D)             ATcT AO  1.   0.   0.   0.G   200.000  6000.000 1000.        1
 2.49368475E+00 1.37617903E-05-1.00401058E-08 2.76012182E-12-2.01597513E-16 　 2
 3.57068647E+05 4.65050950E+00 2.49993786E+00 1.71935346E-07-3.45215267E-10 　 3
 3.71342028E-13-1.70964494E-16 4.09065179E+05 4.61684555E+00 5.27418934E+04 　 4 
O(1S)             ATcT AO  1.   0.   0.   0.G   200.000  6000.000 1000.        1
 2.49368475E+00 1.37617903E-05-1.00401058E-08 2.76012182E-12-2.01597513E-16 　 2
 3.68673165E+05 4.65050950E+00 2.49993786E+00 1.71935346E-07-3.45215267E-10 　 3
 3.71342028E-13-1.70964494E-16 4.20669697E+05 4.61684555E+00 5.27418934E+04 　 4
O3                L 5/90O   3    0    0    0G   200.000  6000.000 1000.        1
 1.23302914E+01-1.19324783E-02 7.98741278E-06-1.77194552E-09 1.26075824E-13    2
 1.26755831E+04-4.08823374E+01 3.40738221E+00 2.05379063E-03 1.38486052E-05    3
-2.23311542E-08 9.76073226E-12 1.58644979E+04 8.28247580E+00 1.70545228E+04    4
O^+               g 8/97O  1.E -1.   0.   0.G   298.150  6000.000 1000.        1
 2.48542028E+00 2.56978695E-05-1.28833378E-08 1.65525487E-12 1.09933344E-16    2
 1.87940874E+05 4.47425446E+00 2.50000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 1.87935284E+05 4.39337676E+00 1.88680659E+05    4
O2^+              RUS 89O   2E  -1    0    0G   298.150  6000.000 1000.        1
 3.31675922E+00 1.11522244E-03-3.83492556E-07 5.72784687E-11-2.77648381E-15    2
 1.39876823E+05 5.44726469E+00 4.61017167E+00-6.35951952E-03 1.42425624E-05    3
-1.20997923E-08 3.70956878E-12 1.39742229E+05-2.01326941E-01 1.40937762E+05    4
O3^+              T10/09O  3.E -1.   0.   0.G   298.150  6000.000 1000.        1
 5.79866945E+00 1.23352553E-03-4.83692178E-07 8.26330790E-11-5.14128292E-15    2
 1.61085509E+05-5.15613353E+00 2.09881658E+00 1.31588046E-02-1.49792721E-05    3
 7.85110637E-09-1.50346077E-12 1.62012128E+05 1.35091444E+01 1.63105222E+05    4
O4^+ cation       T 1/11O  4.E -1.   0.   0.G   298.150  6000.000 1000.        1
 7.57784346E+00 2.48052052E-03-9.71133430E-07 1.65738251E-10-1.03047740E-14    2
 1.70839793E+05-1.46808901E+01 1.15107802E+00 2.15570328E-02-2.10270939E-05    3
 8.21140809E-09-6.49760980E-13 1.72530097E+05 1.81430748E+01 1.73661581E+05    4
O^-               g 1/97O  1.E  1.   0.   0.G   298.150  6000.000 1000.        1
 2.54474869E+00-4.66695513E-05 1.84912357E-08-3.18159223E-12 1.98962956E-16    2
 1.15042089E+04 4.52131015E+00 2.90805921E+00-1.69804907E-03 2.98069955E-06    3
-2.43835127E-09 7.61229311E-13 1.14357717E+04 2.80339097E+00 1.22492116E+04    4
O2^-              L 4/89O   2E   1    0    0G   298.150  6000.000 1000.        1
 3.95666294E+00 5.98141823E-04-2.12133905E-07 3.63267581E-11-2.24989228E-15    2
-7.06287229E+03 2.27871017E+00 3.66442522E+00-9.28741138E-04 6.45477082E-06    3
-7.74703380E-09 2.93332662E-12-6.87076983E+03 4.35140681E+00-5.77639825E+03    4
O3^-              g 1/97O  3.E  1.   0.   0.G   298.150  6000.000 1000.        1
 5.95188221E+00 1.08039003E-03-4.24642763E-07 7.26564042E-11-4.52533445E-15    2
-1.01080130E+04-4.96701318E+00 1.90241113E+00 1.56105437E-02-2.09605956E-05    3
 1.35889864E-08-3.46558506E-12-9.16517169E+03 1.51033864E+01-8.06409518E+03    4
O4^- cyclo anion  T 1/11O  4.E  1.   0.   0.G   298.150  6000.000 1000.        1
 8.00618937E+00 2.02027580E-03-7.86172513E-07 1.33669567E-10-8.29026235E-15    2
-1.44401544E+04-1.51237720E+01 3.76742717E+00 1.52352066E-02-1.67050863E-05    3
 8.99679984E-09-1.92867534E-12-1.33342585E+04 6.42680556E+00-1.16645623E+04    4
NO                RUS 89N   1O   1    0    0G   200.000  6000.000 1000.        1
 3.26071234E+00 1.19101135E-03-4.29122646E-07 6.94481463E-11-4.03295681E-15    2
 9.92143132E+03 6.36900518E+00 4.21859896E+00-4.63988124E-03 1.10443049E-05    3
-9.34055507E-09 2.80554874E-12 9.84509964E+03 2.28061001E+00 1.09770882E+04    4
N2O               L 7/88N   2O   1    0    0G   200.000  6000.000 1000.        1
 0.48230729E+01 0.26270251E-02-0.95850872E-06 0.16000712E-09-0.97752302E-14    2
 0.80734047E+04-0.22017208E+01 0.22571502E+01 0.11304728E-01-0.13671319E-04    3
 0.96819803E-08-0.29307182E-11 0.87417746E+04 0.10757992E+02 0.98141682E+04    4
NO2               L 7/88N   1O   2    0    0G   200.000  6000.000 1000.        1
 0.48847540E+01 0.21723955E-02-0.82806909E-06 0.15747510E-09-0.10510895E-13    2
 0.23164982E+04-0.11741695E+00 0.39440312E+01-0.15854290E-02 0.16657812E-04    3
-0.20475426E-07 0.78350564E-11 0.28966180E+04 0.63119919E+01 0.41124701E+04    4
NO3               ATcT/AN  1.O  3.   0.   0.G   200.000  6000.000 1000.        1
 7.48347702E+00 2.57772064E-03-1.00945831E-06 1.72314063E-10-1.07154008E-14    2
 6.12990474E+03-1.41618136E+01 2.17359330E+00 1.04902685E-02 1.10472669E-05    3
-2.81561867E-08 1.36583960E-11 7.81290905E+03 1.46022090E+01 8.97563416E+03    4
N2O3              L 4/90N   2O   3    0    0G   200.000  6000.000 1000.        1
 9.08583845E+00 3.37756330E-03-1.31583890E-06 2.30762329E-10-1.47151267E-14    2
 7.27160146E+03-1.55361904E+01 5.81083964E+00 1.43330962E-02-1.96208597E-05    3
 1.73060735E-08-6.46553954E-12 8.19184453E+03 1.20461321E+00 1.04192062E+04    4
N2O4  O2NNO2      ATcT AN  2.O  4.   0.   0.G   200.000  6000.000 1000.        1
 1.15752932E+01 4.01615532E-03-1.57178022E-06 2.68273657E-10-1.66921538E-14    2
-2.96111235E+03-3.19488625E+01 3.02002271E+00 2.95904359E-02-3.01342572E-05    3
 1.42360526E-08-2.44100411E-12-6.79238803E+02 1.18059620E+01 1.29712996E+03    4
N2O5              ATcT AN  2.O  5.   0.   0.G   200.000  6000.000 1000.        1
 1.31108043E+01 4.87436380E-03-1.87548689E-06 3.16374735E-10-1.95927279E-14    2
-2.85932484E+03-3.46877475E+01 3.68767456E+00 3.92120802E-02-5.53770082E-05    3
 4.20097925E-08-1.31260758E-11-5.73270648E+02 1.21967861E+01 1.85663376E+03    4
NO^+              RUS 89N   1O   1E  -1    0G   298.150  6000.000 1000.        1
 2.94587702E+00 1.40325260E-03-4.95503196E-07 7.95948973E-11-4.72076668E-15    2
 1.18244340E+05 6.70644634E+00 3.69301231E+00-1.34229158E-03 2.67343395E-06    3
-1.02609308E-09-6.95610492E-14 1.18103055E+05 3.09126691E+00 1.19166025E+05    4
N2O^+             J12/70N   2O   1E  -1    0G   298.150  6000.000 1000.        1
 0.55285660E+01 0.19596138E-02-0.75377712E-06 0.12704886E-09-0.78022397E-14    2
 0.15842390E+06-0.44187923E+01 0.32869103E+01 0.74022215E-02-0.48666444E-05    3
 0.73292750E-09 0.29823434E-12 0.15910253E+06 0.74013737E+01 0.16037012E+06    4
NO2^+             ATcT AN  1.O  2.E -1.   0.G   298.150  6000.000 1000.        1
 4.34739782E+00 2.51040238E-03-9.39355569E-07 1.54999215E-10-9.19955387E-15    2
 1.14465056E+05 2.74113794E+00 3.56214086E+00 3.43628731E-03-1.19400585E-07    3
-1.31592209E-09 5.01138796E-13 1.14779715E+05 7.19236092E+00 1.15991081E+05    4
NO^-  anion       T 4/16N  1.O  1.E  1.   0.G   298.150  6000.000 1000.        1
 3.68353191E+00 8.37252448E-04-3.15197942E-07 5.33094078E-11-3.29420062E-15    2
 8.60364845E+03 3.86332845E+00 3.56601901E+00-1.73810582E-03 8.25578308E-06    3
-9.10347890E-09 3.27538426E-12 8.78530820E+03 5.19753973E+00 9.82775894E+03    4
N2O^-             ATcT AN  2.O  1.E  1.   0.G   200.000  6000.000 1000.        1
 0.48230729E+01 0.26270251E-02-0.95850872E-06 0.16000712E-09-0.97752302E-14    2
 0.80734047E+04-0.22017208E+01 0.22571502E+01 0.11304728E-01-0.13671319E-04    3
 0.96819803E-08-0.29307182E-11 0.87417746E+04 0.10757992E+02 0.98141682E+04    4
NO2^-             ATcT AN  1.O  2.E  1.   0.G   298.150  6000.000 1000.        1
 5.05329295E+00 2.07555669E-03-8.70003158E-07 1.61074272E-10-1.03448075E-14    2
-2.48799387E+04-1.54065148E+00 3.09783735E+00 3.70485651E-03 5.92940718E-06    3
-1.09497497E-08 4.62722459E-12-2.41554110E+04 9.48236787E+00-2.30341896E+04    4
NO3^-             ATcT AN  1.O  3.E  1.   0.G   298.150  6000.000 1000.        1
 6.88404855E+00 3.16062776E-03-1.23048672E-06 2.09257769E-10-1.29795331E-14    2
-4.02238537E+04-1.17087162E+01 1.21258706E+00 1.71545064E-02-1.05270150E-05    3
-1.16077079E-09 2.33116021E-12-3.85768096E+04 1.79933787E+01-3.75470112E+04    4
H2 REF ELEMENT    tpis78H  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 2.93286575E+00 8.26608026E-04-1.46402364E-07 1.54100414E-11-6.88804800E-16    2
-8.13065581E+02-1.02432865E+00 2.34433112E+00 7.98052075E-03-1.94781510E-05    3
 2.01572094E-08-7.37611761E-12-9.17935173E+02 6.83010238E-01 0.00000000E+00    4
H                 L 6/94H   1    0    0    0G   200.000  6000.000 1000.        1
 0.25000000E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
 0.25473660E+05-0.44668285E+00 0.25000000E+01 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 0.25473660E+05-0.44668285E+00 0.26219035E+05    4
H^+               g10/00H  1.E -1.   0.   0.G   298.150  6000.000 1000.        1
 2.50000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
 1.84021488E+05-1.14064664E+00 2.50000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 1.84021488E+05-1.14064664E+00 1.84766863E+05    4
H2^+              ATcT AH  2.E -1.   0.   0.G   298.150  6000.000 1000.        1
 3.44204765E+00 5.99083239E-04 6.69133685E-08-3.43574373E-11 1.97626599E-15    2
 1.78650236E+05-2.79499055E+00 3.77256072E+00-1.95746590E-03 4.54812047E-06    3
-2.82152141E-09 5.33969209E-13 1.78694654E+05-3.96609192E+00 1.79767298E+05    4
H3^+ TRIHYDROGEN  T 6/11H  3.E -1.   0.   0.G   298.150  6000.000 1000.        1
 2.01435718E+00 4.15925769E-03-1.42664877E-06 2.22372739E-10-1.29346518E-14    2
 1.33230507E+05 5.46168967E+00 4.17956980E+00-8.68875627E-04-1.09017371E-07    3
 4.13349766E-09-2.37877027E-12 1.32635537E+05-5.83800100E+00 1.33849138E+05    4
H^-               L/7/88H   1E   1    0    0G   298.150  6000.000 1000.        1
 0.25000000E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
 0.15976167E+05-0.11390139E+01 0.25000000E+01 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 0.15976167E+05-0.11390139E+01 0.16721542E+05    4
HO2               T 1/09H  1.O  2.   0.   0.G   200.000  5000.000 1000.        1
 4.17228741E+00 1.88117627E-03-3.46277286E-07 1.94657549E-11 1.76256905E-16    2
 3.10206839E+01 2.95767672E+00 4.30179807E+00-4.74912097E-03 2.11582905E-05    3
-2.42763914E-08 9.29225225E-12 2.64018485E+02 3.71666220E+00 1.47886045E+03    4
H2O               L 5/89H   2O   1    0    0G   200.000  6000.000 1000.        1
 0.26770389E+01 0.29731816E-02-0.77376889E-06 0.94433514E-10-0.42689991E-14    2
-0.29885894E+05 0.68825500E+01 0.41986352E+01-0.20364017E-02 0.65203416E-05    3
-0.54879269E-08 0.17719680E-11-0.30293726E+05-0.84900901E+00-0.29084817E+05    4
H2O2              T 8/03H  2.O  2.   0.   0.G   200.000  6000.000 1000.        1
 4.57977305E+00 4.05326003E-03-1.29844730E-06 1.98211400E-10-1.13968792E-14    2
-1.80071775E+04 6.64970694E-01 4.31515149E+00-8.47390622E-04 1.76404323E-05    3
-2.26762944E-08 9.08950158E-12-1.77067437E+04 3.27373319E+00-1.63425145E+04    4
OH HYDROXYL RADI  IU3/03O  1.H  1.   0.   0.G   200.000  6000.000 1000.        1
 2.83853033E+00 1.10741289E-03-2.94000209E-07 4.20698729E-11-2.42289890E-15    2
 3.69780808E+03 5.84494652E+00 3.99198424E+00-2.40106655E-03 4.61664033E-06    3
-3.87916306E-09 1.36319502E-12 3.36889836E+03-1.03998477E-01 4.48613328E+03    4
H3O^+             ATcT AH  3.O  1.E -1.   0.G   298.150  6000.000 1000.        1
 2.49647765E+00 5.72844840E-03-1.83953239E-06 2.73577348E-10-1.54093917E-14    2
